SUBJECT,OBJECT,LABEL
http://ar.dbpedia.org/resource/جونج_لي,http://uz.dbpedia.org/resource/Gong_Li,k
http://ar.dbpedia.org/resource/جونج_لي,http://vi.dbpedia.org/resource/Củng_Lợi,k
http://ar.dbpedia.org/resource/جونج_لي,http://war.dbpedia.org/resource/Gong_Li,k
http://ar.dbpedia.org/resource/جونج_لي,http://www.wikidata.org/entity/Q150903,k
http://ar.dbpedia.org/resource/جونج_لي,http://zh.dbpedia.org/resource/巩俐,k
http://cs.dbpedia.org/resource/Wej_Čao,http://cs.dbpedia.org/resource/Wej_%C4%8Cao,k
http://cs.dbpedia.org/resource/Wej_Čao,http://dbpedia.org/resource/Zhao_Wei,k
http://cs.dbpedia.org/resource/Wej_Čao,http://de.dbpedia.org/resource/Zhao_Wei,k
http://cs.dbpedia.org/resource/Wej_Čao,http://eo.dbpedia.org/resource/Zhao_Wei,k
http://cs.dbpedia.org/resource/Wej_Čao,http://es.dbpedia.org/resource/Zhao_Wei,k
http://cs.dbpedia.org/resource/Wej_Čao,http://fi.dbpedia.org/resource/Zhao_Wei,k
http://cs.dbpedia.org/resource/Wej_Čao,http://fr.dbpedia.org/resource/Zhao_Wei,k
http://cs.dbpedia.org/resource/Wej_Čao,http://id.dbpedia.org/resource/Zhao_Wei,k
http://cs.dbpedia.org/resource/Wej_Čao,http://it.dbpedia.org/resource/Zhao_Wei,k
http://cs.dbpedia.org/resource/Wej_Čao,http://ja.dbpedia.org/resource/ヴィッキー・チャオ,k
http://cs.dbpedia.org/resource/Wej_Čao,http://jv.dbpedia.org/resource/Zhao_Wei,k
http://cs.dbpedia.org/resource/Wej_Čao,http://kk.dbpedia.org/resource/Чжао_Вэй,k
http://cs.dbpedia.org/resource/Wej_Čao,http://ko.dbpedia.org/resource/자오웨이,k
http://cs.dbpedia.org/resource/Wej_Čao,http://pl.dbpedia.org/resource/Zhao_Wei,k
http://cs.dbpedia.org/resource/Wej_Čao,http://pt.dbpedia.org/resource/Zhao_Wei,k
http://cs.dbpedia.org/resource/Wej_Čao,http://rdf.freebase.com/ns/m.05z68y,k
http://cs.dbpedia.org/resource/Wej_Čao,http://ru.dbpedia.org/resource/Чжао_Вэй,k
http://cs.dbpedia.org/resource/Wej_Čao,http://th.dbpedia.org/resource/เจ้า_เวย,k
http://cs.dbpedia.org/resource/Wej_Čao,http://tr.dbpedia.org/resource/Zhao_Wei,k
http://cs.dbpedia.org/resource/Wej_Čao,http://vi.dbpedia.org/resource/Triệu_Vi,k
http://cs.dbpedia.org/resource/Wej_Čao,http://www.wikidata.org/entity/Q197471,k
http://cs.dbpedia.org/resource/Wej_Čao,http://zh.dbpedia.org/resource/趙薇,k
http://dbpedia.org/resource/Zhao_Wei,http://data.linkedmdb.org/resource/actor/29332,k
http://dbpedia.org/resource/Zhao_Wei,http://dbpedia.org/resource/Zhao_Wei,k
http://dbpedia.org/resource/Zhao_Wei,http://de.dbpedia.org/resource/Zhao_Wei,k
http://dbpedia.org/resource/Zhao_Wei,http://eo.dbpedia.org/resource/Zhao_Wei,k
http://dbpedia.org/resource/Zhao_Wei,http://es.dbpedia.org/resource/Zhao_Wei,k
http://dbpedia.org/resource/Zhao_Wei,http://fi.dbpedia.org/resource/Zhao_Wei,k
http://dbpedia.org/resource/Zhao_Wei,http://fr.dbpedia.org/resource/Zhao_Wei,k
http://dbpedia.org/resource/Zhao_Wei,http://id.dbpedia.org/resource/Zhao_Wei,k
http://dbpedia.org/resource/Zhao_Wei,http://it.dbpedia.org/resource/Zhao_Wei,k
http://dbpedia.org/resource/Zhao_Wei,http://ja.dbpedia.org/resource/ヴィッキー・チャオ,k
http://dbpedia.org/resource/Zhao_Wei,http://jv.dbpedia.org/resource/Zhao_Wei,k
http://dbpedia.org/resource/Zhao_Wei,http://kk.dbpedia.org/resource/Чжао_Вэй,k
http://dbpedia.org/resource/Zhao_Wei,http://ko.dbpedia.org/resource/자오웨이,k
http://dbpedia.org/resource/Zhao_Wei,http://pl.dbpedia.org/resource/Zhao_Wei,k
http://dbpedia.org/resource/Zhao_Wei,http://pt.dbpedia.org/resource/Zhao_Wei,k
http://dbpedia.org/resource/Zhao_Wei,http://rdf.freebase.com/ns/guid.9202a8c04000641f80000000005f191d,k
http://dbpedia.org/resource/Zhao_Wei,http://rdf.freebase.com/ns/m.05z68y,k
http://dbpedia.org/resource/Zhao_Wei,http://ru.dbpedia.org/resource/Чжао_Вэй,k
http://dbpedia.org/resource/Zhao_Wei,http://th.dbpedia.org/resource/เจ้า_เวย,k
http://dbpedia.org/resource/Zhao_Wei,http://tr.dbpedia.org/resource/Zhao_Wei,k
http://dbpedia.org/resource/Zhao_Wei,http://vi.dbpedia.org/resource/Triệu_Vi,k
http://dbpedia.org/resource/Zhao_Wei,http://wikidata.dbpedia.org/resource/Q197471,k
http://dbpedia.org/resource/Zhao_Wei,http://www.wikidata.org/entity/Q197471,k
http://dbpedia.org/resource/Zhao_Wei,http://zh.dbpedia.org/resource/趙薇,k
http://dbpedia.org/resource/Zhao_Wei,http://fa.dbpedia.org/resource/ژائو_وی,k
http://dbpedia.org/resource/Zhao_Wei,http://mn.dbpedia.org/resource/Жао_Вэй,k
http://dbpedia.org/resource/Zhao_Wei,http://rdf.freebase.com/ns/m/05z68y,k
http://dbpedia.org/resource/Zhao_Wei,http://wikidata.org/entity/Q197471,k
http://dbpedia.org/resource/Zhao_Wei,http://yago-knowledge.org/resource/Zhao_Wei,k
http://dbpedia.org/resource/Zhao_Wei,http://dbtune.org/musicbrainz/resource/artist/b912817f-c95b-4b07-b101-3b900d4137f6,k
http://dbpedia.org/resource/Zhao_Wei,http://mpii.de/yago/resource/Zhao_Wei,k
http://dbpedia.org/resource/Zhao_Wei,http://musicbrainz.org/artist/b912817f-c95b-4b07-b101-3b900d4137f6#_,k
http://dbpedia.org/resource/Zhao_Wei,http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Zhao_Wei,k
http://de.dbpedia.org/resource/Zhao_Wei,http://eo.dbpedia.org/resource/Zhao_Wei,k
http://de.dbpedia.org/resource/Zhao_Wei,http://es.dbpedia.org/resource/Zhao_Wei,k
http://de.dbpedia.org/resource/Zhao_Wei,http://fi.dbpedia.org/resource/Zhao_Wei,k
http://de.dbpedia.org/resource/Zhao_Wei,http://fr.dbpedia.org/resource/Zhao_Wei,k
http://de.dbpedia.org/resource/Zhao_Wei,http://id.dbpedia.org/resource/Zhao_Wei,k
http://de.dbpedia.org/resource/Zhao_Wei,http://it.dbpedia.org/resource/Zhao_Wei,k
http://de.dbpedia.org/resource/Zhao_Wei,http://ja.dbpedia.org/resource/ヴィッキー・チャオ,k
http://de.dbpedia.org/resource/Zhao_Wei,http://jv.dbpedia.org/resource/Zhao_Wei,k
http://de.dbpedia.org/resource/Zhao_Wei,http://kk.dbpedia.org/resource/Чжао_Вэй,k
http://de.dbpedia.org/resource/Zhao_Wei,http://ko.dbpedia.org/resource/자오웨이,k
http://de.dbpedia.org/resource/Zhao_Wei,http://pl.dbpedia.org/resource/Zhao_Wei,k
http://de.dbpedia.org/resource/Zhao_Wei,http://pt.dbpedia.org/resource/Zhao_Wei,k
http://de.dbpedia.org/resource/Zhao_Wei,http://rdf.freebase.com/ns/m.05z68y,k
http://de.dbpedia.org/resource/Zhao_Wei,http://ru.dbpedia.org/resource/Чжао_Вэй,k
http://de.dbpedia.org/resource/Zhao_Wei,http://th.dbpedia.org/resource/เจ้า_เวย,k
http://de.dbpedia.org/resource/Zhao_Wei,http://tr.dbpedia.org/resource/Zhao_Wei,k
http://de.dbpedia.org/resource/Zhao_Wei,http://vi.dbpedia.org/resource/Triệu_Vi,k
http://de.dbpedia.org/resource/Zhao_Wei,http://www.wikidata.org/entity/Q197471,k
http://de.dbpedia.org/resource/Zhao_Wei,http://zh.dbpedia.org/resource/趙薇,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://es.dbpedia.org/resource/Zhao_Wei,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://fi.dbpedia.org/resource/Zhao_Wei,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://fr.dbpedia.org/resource/Zhao_Wei,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://id.dbpedia.org/resource/Zhao_Wei,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://it.dbpedia.org/resource/Zhao_Wei,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://ja.dbpedia.org/resource/ヴィッキー・チャオ,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://jv.dbpedia.org/resource/Zhao_Wei,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://kk.dbpedia.org/resource/Чжао_Вэй,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://ko.dbpedia.org/resource/자오웨이,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://pl.dbpedia.org/resource/Zhao_Wei,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://pt.dbpedia.org/resource/Zhao_Wei,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://ru.dbpedia.org/resource/Чжао_Вэй,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://th.dbpedia.org/resource/เจ้า_เวย,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://tr.dbpedia.org/resource/Zhao_Wei,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://vi.dbpedia.org/resource/Triệu_Vi,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://zh.dbpedia.org/resource/趙薇,k
http://eo.dbpedia.org/resource/Zhao_Wei,http://www.wikidata.org/entity/Q197471,k
http://es.dbpedia.org/resource/Zhao_Wei,http://fi.dbpedia.org/resource/Zhao_Wei,k
http://es.dbpedia.org/resource/Zhao_Wei,http://fr.dbpedia.org/resource/Zhao_Wei,k
http://es.dbpedia.org/resource/Zhao_Wei,http://id.dbpedia.org/resource/Zhao_Wei,k
http://es.dbpedia.org/resource/Zhao_Wei,http://it.dbpedia.org/resource/Zhao_Wei,k
http://es.dbpedia.org/resource/Zhao_Wei,http://ja.dbpedia.org/resource/ヴィッキー・チャオ,k
http://es.dbpedia.org/resource/Zhao_Wei,http://jv.dbpedia.org/resource/Zhao_Wei,k
http://es.dbpedia.org/resource/Zhao_Wei,http://kk.dbpedia.org/resource/Чжао_Вэй,k
http://es.dbpedia.org/resource/Zhao_Wei,http://ko.dbpedia.org/resource/자오웨이,k
http://es.dbpedia.org/resource/Zhao_Wei,http://pl.dbpedia.org/resource/Zhao_Wei,k
http://es.dbpedia.org/resource/Zhao_Wei,http://pt.dbpedia.org/resource/Zhao_Wei,k
http://es.dbpedia.org/resource/Zhao_Wei,http://rdf.freebase.com/ns/m.05z68y,k
http://es.dbpedia.org/resource/Zhao_Wei,http://ru.dbpedia.org/resource/Чжао_Вэй,k
http://es.dbpedia.org/resource/Zhao_Wei,http://th.dbpedia.org/resource/เจ้า_เวย,k
http://es.dbpedia.org/resource/Zhao_Wei,http://tr.dbpedia.org/resource/Zhao_Wei,k
http://es.dbpedia.org/resource/Zhao_Wei,http://vi.dbpedia.org/resource/Triệu_Vi,k
http://es.dbpedia.org/resource/Zhao_Wei,http://www.wikidata.org/entity/Q197471,k
http://es.dbpedia.org/resource/Zhao_Wei,http://zh.dbpedia.org/resource/趙薇,k
http://fi.dbpedia.org/resource/Zhao_Wei,http://fr.dbpedia.org/resource/Zhao_Wei,k
http://fi.dbpedia.org/resource/Zhao_Wei,http://id.dbpedia.org/resource/Zhao_Wei,k
http://fi.dbpedia.org/resource/Zhao_Wei,http://it.dbpedia.org/resource/Zhao_Wei,k
http://fi.dbpedia.org/resource/Zhao_Wei,http://ja.dbpedia.org/resource/ヴィッキー・チャオ,k
http://fi.dbpedia.org/resource/Zhao_Wei,http://jv.dbpedia.org/resource/Zhao_Wei,k
http://fi.dbpedia.org/resource/Zhao_Wei,http://kk.dbpedia.org/resource/Чжао_Вэй,k
http://fi.dbpedia.org/resource/Zhao_Wei,http://ko.dbpedia.org/resource/자오웨이,k
http://fi.dbpedia.org/resource/Zhao_Wei,http://pl.dbpedia.org/resource/Zhao_Wei,k
http://fi.dbpedia.org/resource/Zhao_Wei,http://pt.dbpedia.org/resource/Zhao_Wei,k
http://fi.dbpedia.org/resource/Zhao_Wei,http://rdf.freebase.com/ns/m.05z68y,k
http://fi.dbpedia.org/resource/Zhao_Wei,http://ru.dbpedia.org/resource/Чжао_Вэй,k
http://fi.dbpedia.org/resource/Zhao_Wei,http://th.dbpedia.org/resource/เจ้า_เวย,k
http://fi.dbpedia.org/resource/Zhao_Wei,http://tr.dbpedia.org/resource/Zhao_Wei,k
http://fi.dbpedia.org/resource/Zhao_Wei,http://vi.dbpedia.org/resource/Triệu_Vi,k
http://fi.dbpedia.org/resource/Zhao_Wei,http://www.wikidata.org/entity/Q197471,k
http://fi.dbpedia.org/resource/Zhao_Wei,http://zh.dbpedia.org/resource/趙薇,k
http://fr.dbpedia.org/resource/Zhao_Wei,http://id.dbpedia.org/resource/Zhao_Wei,k
http://fr.dbpedia.org/resource/Zhao_Wei,http://it.dbpedia.org/resource/Zhao_Wei,k
http://fr.dbpedia.org/resource/Zhao_Wei,http://ja.dbpedia.org/resource/ヴィッキー・チャオ,k
http://fr.dbpedia.org/resource/Zhao_Wei,http://jv.dbpedia.org/resource/Zhao_Wei,k
http://fr.dbpedia.org/resource/Zhao_Wei,http://kk.dbpedia.org/resource/Чжао_Вэй,k
http://fr.dbpedia.org/resource/Zhao_Wei,http://ko.dbpedia.org/resource/자오웨이,k
http://fr.dbpedia.org/resource/Zhao_Wei,http://pl.dbpedia.org/resource/Zhao_Wei,k
http://fr.dbpedia.org/resource/Zhao_Wei,http://pt.dbpedia.org/resource/Zhao_Wei,k
http://fr.dbpedia.org/resource/Zhao_Wei,http://rdf.freebase.com/ns/m.05z68y,k
http://fr.dbpedia.org/resource/Zhao_Wei,http://ru.dbpedia.org/resource/Чжао_Вэй,k
http://fr.dbpedia.org/resource/Zhao_Wei,http://th.dbpedia.org/resource/เจ้า_เวย,k
http://fr.dbpedia.org/resource/Zhao_Wei,http://tr.dbpedia.org/resource/Zhao_Wei,k
http://fr.dbpedia.org/resource/Zhao_Wei,http://vi.dbpedia.org/resource/Triệu_Vi,k
http://fr.dbpedia.org/resource/Zhao_Wei,http://www.wikidata.org/entity/Q197471,k
http://fr.dbpedia.org/resource/Zhao_Wei,http://zh.dbpedia.org/resource/趙薇,k
http://id.dbpedia.org/resource/Zhao_Wei,http://it.dbpedia.org/resource/Zhao_Wei,k
http://id.dbpedia.org/resource/Zhao_Wei,http://ja.dbpedia.org/resource/ヴィッキー・チャオ,k
http://id.dbpedia.org/resource/Zhao_Wei,http://jv.dbpedia.org/resource/Zhao_Wei,k
http://id.dbpedia.org/resource/Zhao_Wei,http://kk.dbpedia.org/resource/Чжао_Вэй,k
http://id.dbpedia.org/resource/Zhao_Wei,http://ko.dbpedia.org/resource/자오웨이,k
http://id.dbpedia.org/resource/Zhao_Wei,http://pl.dbpedia.org/resource/Zhao_Wei,k
http://id.dbpedia.org/resource/Zhao_Wei,http://pt.dbpedia.org/resource/Zhao_Wei,k
http://id.dbpedia.org/resource/Zhao_Wei,http://rdf.freebase.com/ns/m.05z68y,k
http://id.dbpedia.org/resource/Zhao_Wei,http://ru.dbpedia.org/resource/Чжао_Вэй,k
http://id.dbpedia.org/resource/Zhao_Wei,http://th.dbpedia.org/resource/เจ้า_เวย,k
http://id.dbpedia.org/resource/Zhao_Wei,http://tr.dbpedia.org/resource/Zhao_Wei,k
http://id.dbpedia.org/resource/Zhao_Wei,http://vi.dbpedia.org/resource/Triệu_Vi,k
http://id.dbpedia.org/resource/Zhao_Wei,http://www.wikidata.org/entity/Q197471,k
http://id.dbpedia.org/resource/Zhao_Wei,http://zh.dbpedia.org/resource/趙薇,k
http://it.dbpedia.org/resource/Zhao_Wei,http://ja.dbpedia.org/resource/ヴィッキー・チャオ,k
http://it.dbpedia.org/resource/Zhao_Wei,http://jv.dbpedia.org/resource/Zhao_Wei,k
http://it.dbpedia.org/resource/Zhao_Wei,http://kk.dbpedia.org/resource/Чжао_Вэй,k
http://it.dbpedia.org/resource/Zhao_Wei,http://ko.dbpedia.org/resource/자오웨이,k
http://it.dbpedia.org/resource/Zhao_Wei,http://pl.dbpedia.org/resource/Zhao_Wei,k
http://it.dbpedia.org/resource/Zhao_Wei,http://pt.dbpedia.org/resource/Zhao_Wei,k
http://it.dbpedia.org/resource/Zhao_Wei,http://rdf.freebase.com/ns/m.05z68y,k
http://it.dbpedia.org/resource/Zhao_Wei,http://ru.dbpedia.org/resource/Чжао_Вэй,k
http://it.dbpedia.org/resource/Zhao_Wei,http://th.dbpedia.org/resource/เจ้า_เวย,k
http://it.dbpedia.org/resource/Zhao_Wei,http://tr.dbpedia.org/resource/Zhao_Wei,k
http://it.dbpedia.org/resource/Zhao_Wei,http://vi.dbpedia.org/resource/Triệu_Vi,k
http://it.dbpedia.org/resource/Zhao_Wei,http://www.wikidata.org/entity/Q197471,k
http://it.dbpedia.org/resource/Zhao_Wei,http://zh.dbpedia.org/resource/趙薇,k
http://ja.dbpedia.org/resource/ヴィッキー・チャオ,http://ja.dbpedia.org/resource/%E3%83%B4%E3%82%A3%E3%83%83%E3%82%AD%E3%83%BC%E3%83%BB%E3%83%81%E3%83%A3%E3%82%AA,k
http://ja.dbpedia.org/resource/ヴィッキー・チャオ,http://jv.dbpedia.org/resource/Zhao_Wei,k
http://ja.dbpedia.org/resource/ヴィッキー・チャオ,http://kk.dbpedia.org/resource/Чжао_Вэй,k
http://ja.dbpedia.org/resource/ヴィッキー・チャオ,http://ko.dbpedia.org/resource/자오웨이,k
http://ja.dbpedia.org/resource/ヴィッキー・チャオ,http://pl.dbpedia.org/resource/Zhao_Wei,k
http://ja.dbpedia.org/resource/ヴィッキー・チャオ,http://pt.dbpedia.org/resource/Zhao_Wei,k
http://ja.dbpedia.org/resource/ヴィッキー・チャオ,http://rdf.freebase.com/ns/m.05z68y,k
http://ja.dbpedia.org/resource/ヴィッキー・チャオ,http://ru.dbpedia.org/resource/Чжао_Вэй,k
http://ja.dbpedia.org/resource/ヴィッキー・チャオ,http://th.dbpedia.org/resource/เจ้า_เวย,k
http://ja.dbpedia.org/resource/ヴィッキー・チャオ,http://tr.dbpedia.org/resource/Zhao_Wei,k
http://ja.dbpedia.org/resource/ヴィッキー・チャオ,http://vi.dbpedia.org/resource/Triệu_Vi,k
http://ja.dbpedia.org/resource/ヴィッキー・チャオ,http://www.wikidata.org/entity/Q197471,k
http://ja.dbpedia.org/resource/ヴィッキー・チャオ,http://zh.dbpedia.org/resource/趙薇,k
http://jv.dbpedia.org/resource/Zhao_Wei,http://kk.dbpedia.org/resource/Чжао_Вэй,k
http://jv.dbpedia.org/resource/Zhao_Wei,http://ko.dbpedia.org/resource/자오웨이,k
http://jv.dbpedia.org/resource/Zhao_Wei,http://pl.dbpedia.org/resource/Zhao_Wei,k
http://jv.dbpedia.org/resource/Zhao_Wei,http://pt.dbpedia.org/resource/Zhao_Wei,k
http://jv.dbpedia.org/resource/Zhao_Wei,http://ru.dbpedia.org/resource/Чжао_Вэй,k
http://jv.dbpedia.org/resource/Zhao_Wei,http://th.dbpedia.org/resource/เจ้า_เวย,k
http://jv.dbpedia.org/resource/Zhao_Wei,http://tr.dbpedia.org/resource/Zhao_Wei,k
http://jv.dbpedia.org/resource/Zhao_Wei,http://vi.dbpedia.org/resource/Triệu_Vi,k
http://jv.dbpedia.org/resource/Zhao_Wei,http://www.wikidata.org/entity/Q197471,k
http://jv.dbpedia.org/resource/Zhao_Wei,http://zh.dbpedia.org/resource/趙薇,k
http://kk.dbpedia.org/resource/Чжао_Вэй,http://kk.dbpedia.org/resource/%D0%A7%D0%B6%D0%B0%D0%BE_%D0%92%D1%8D%D0%B9,k
http://kk.dbpedia.org/resource/Чжао_Вэй,http://ko.dbpedia.org/resource/자오웨이,k
http://kk.dbpedia.org/resource/Чжао_Вэй,http://pl.dbpedia.org/resource/Zhao_Wei,k
http://kk.dbpedia.org/resource/Чжао_Вэй,http://pt.dbpedia.org/resource/Zhao_Wei,k
http://kk.dbpedia.org/resource/Чжао_Вэй,http://ru.dbpedia.org/resource/Чжао_Вэй,k
http://kk.dbpedia.org/resource/Чжао_Вэй,http://th.dbpedia.org/resource/เจ้า_เวย,k
http://kk.dbpedia.org/resource/Чжао_Вэй,http://tr.dbpedia.org/resource/Zhao_Wei,k
http://kk.dbpedia.org/resource/Чжао_Вэй,http://vi.dbpedia.org/resource/Triệu_Vi,k
http://kk.dbpedia.org/resource/Чжао_Вэй,http://www.wikidata.org/entity/Q197471,k
http://kk.dbpedia.org/resource/Чжао_Вэй,http://zh.dbpedia.org/resource/趙薇,k
http://ko.dbpedia.org/resource/자오웨이,http://ko.dbpedia.org/resource/%EC%9E%90%EC%98%A4%EC%9B%A8%EC%9D%B4,k
http://ko.dbpedia.org/resource/자오웨이,http://pl.dbpedia.org/resource/Zhao_Wei,k
http://ko.dbpedia.org/resource/자오웨이,http://pt.dbpedia.org/resource/Zhao_Wei,k
http://ko.dbpedia.org/resource/자오웨이,http://rdf.freebase.com/ns/m.05z68y,k
http://ko.dbpedia.org/resource/자오웨이,http://ru.dbpedia.org/resource/Чжао_Вэй,k
http://ko.dbpedia.org/resource/자오웨이,http://th.dbpedia.org/resource/เจ้า_เวย,k
http://ko.dbpedia.org/resource/자오웨이,http://tr.dbpedia.org/resource/Zhao_Wei,k
http://ko.dbpedia.org/resource/자오웨이,http://vi.dbpedia.org/resource/Triệu_Vi,k
